Conductivity (MSm-1),Density (g cm-3),Specific Conductivity (kS m2/kg),Raman wavelength,Tensile Strength (MPa),Specific Strength (N/Tex),Young's Modulus (GPa),CNT Diameter (nm),Plottable CNT Diameter (nm),Host Conductivity (MSm-1),Bulk Fiber Diameter (microns),Thermal Conductivity (W/(m K)),Log Conductivity,Log Density,Log Specific Conductivity,Log Tensile Strength,Log Specific Strength,Log Youngs Modulus,Log CNT Diameter,Log Fiber Diameter,Log Thermal Conductivity,Log Host Conductivity ,Log Thermal Conductivity ,Probe separation for Electrical conductivity (microns),Bulk fibre diameter (nm),Log (Bulk fibre diameter (nm)),Effective diameter for ampacity (nm),Log (Effective diameter for ampacity (nm)),Notes on diameter,Diameter Regime
Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.829958000270966,785,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,-0.0809438843854608,,,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.12278553041593,785,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,0.0502968071499604,,,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.15905161902181,785,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,0.06410277794558907,,,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.19200108386397,785,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,0.07627665030012981,,,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.370107031567538,785,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,-0.4316726637782419,,,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.48564693131012004,785,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,-0.31367935112522677,,,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.8274976290475541,785,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,-0.08223324189428505,,,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.10217043761008,785,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,0.04224875820914589,,,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,2.09,Not Reported/ Can not calculate,532,96337,46.09425837320575,981.4,1.45,1.45,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,0.32014628611105395,,4.9837931179621,1.6636468318510458,2.9918460536448968,0.16136800223497488,,,,,,,,1.45,0.16136800223497488,,sub-micron
Not Reported/ Can not calculate,1.1,Not Reported/ Can not calculate,532,53825,48.93181818181818,230,1.36,1.36,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,0.04139268515822508,,4.730984038495524,1.6895913533372997,2.361727836017593,0.13353890837021754,,,,,,,,1.36,0.13353890837021754,,sub-micron
0.042921146953405084,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,7,7,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.367328681186996,,,,,,0.8450980400142568,,,,,,,,7,0.8450980400142568,,sub-micron
0.06472972972973003,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,7,7,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.188896206316411,,,,,,0.8450980400142568,,,,,,,,7,0.8450980400142568,,sub-micron
0.08837638376383768,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,7,7,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.0536637731238234,,,,,,0.8450980400142568,,,,,,,,7,0.8450980400142568,,sub-micron
0.0928294573643412,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,7,7,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.0323141882126476,,,,,,0.8450980400142568,,,,,,,,7,0.8450980400142568,,sub-micron
0.0205305407434501,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,7,7,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.6875996118177283,,,,,,0.8450980400142568,,,,,,,,7,0.8450980400142568,,sub-micron
0.045930232558139696,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,7,7,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.337901355617106,,,,,,0.8450980400142568,,,,,,,,7,0.8450980400142568,,sub-micron
0.03812741312741316,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,7,7,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.4187626597827536,,,,,,0.8450980400142568,,,,,,,,7,0.8450980400142568,,sub-micron
0.07112866686216858,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,7,7,0.042921146953405084,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.147955331043883,,,,,,0.8450980400142568,,,-1.367328681186996,,,,,7,0.8450980400142568,,sub-micron
0.06955626355064791,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,7,7,0.042921146953405084,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.157663755635968,,,,,,0.8450980400142568,,,-1.367328681186996,,,,,7,0.8450980400142568,,sub-micron
0.0628188307215923,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,7,7,0.042921146953405084,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.2019101516033261,,,,,,0.8450980400142568,,,-1.367328681186996,,,,,7,0.8450980400142568,,sub-micron
0.27,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.35,1.35,0.006,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.5686362358410126,,,,,,0.13033376849500614,,,-2.221848749616356,,,,,1.35,0.13033376849500614,,sub-micron
0.006,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.35,1.35,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-2.221848749616356,,,,,,0.13033376849500614,,,,,,,,1.35,0.13033376849500614,,sub-micron
0.0462,1.527777777777778,0.03024,532,1100,0.72,25.14,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,14.5,Not Reported/ Can not calculate,-1.3353580244438745,0.18406018872695662,-1.5194182131708311,3.041392685158225,-0.14266750356873156,1.400365273349939,,1.1613680022349748,,,,,14500,4.161368002234975,14500,4.161368002234975,,large
Not Reported/ Can not calculate,Not Reported/ Can not calculate,,532,1660,Not Reported/ Can not calculate,38.55,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,,3.220108088040055,,1.5860243823869757,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,,532,2594,Not Reported/ Can not calculate,72.07,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,12,Not Reported/ Can not calculate,,,,3.4139699717480614,,1.8577545220594422,,1.0791812460476249,,,,,12000,4.079181246047625,12000,4.079181246047625,,large
Not Reported/ Can not calculate,1.4823809523809524,,532,3113,2.1,145.81,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,10,Not Reported/ Can not calculate,,0.170959825948596,,3.493179120682515,0.3222192947339193,2.163787309962003,,1.0,,,,,10000,4,10000,4.0,,large
0.152,1.4339622641509433,0.106,532,3300,2.3013157894736844,122.35,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.8181564120552275,0.15653772268000227,-0.9746941347352298,3.5185139398778875,0.3619762171978852,2.087603973687808,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.0655172413793103,0.194431554524361,0.33696815076948533,532,28.2501377410469,0.14529605449154262,2.28455754771543,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.1836443969461274,-0.7112332515304572,-0.4724111454156703,1.4510205696786702,-0.8377461787908725,0.3588021023525353,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.291724137931034,0.584222737819025,0.49933718605351785,532,141.38953168044,0.24201305859519337,10.9947946790052,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.5350276348599332,-0.23342154438888818,-0.301606090471045,2.1504172559833825,-0.6161611996277293,1.0411871235915204,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.366206896551724,0.5656612529002311,0.6473961132641234,532,170.290909090909,0.3010475054068167,13.9598997493734,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.436273481153506,-0.2474435688783692,-0.18882991227513685,2.231191463951817,-0.5213649671698137,1.1448822994869796,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.12965517241379299,0.276102088167053,0.4695914227760072,532,65.3311294765841,0.23661946894460323,4.17957850090813,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.8872101529712955,-0.5589303087682014,-0.328279844203094,1.8151201665505605,-0.625949524681238,0.621132486569365,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.244827586206896,0.42645011600928,0.5741060372969117,532,90.1123966942149,0.21130817723181006,8.28112792101711,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.6111396491798818,-0.3701317631106399,-0.24100788606924187,1.954784540652211,-0.6750836962371489,0.9180894933685195,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.23517241379310297,0.365197215777262,0.6439600403102124,532,103.333333333333,0.2829521389241839,9.08658285389587,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.628613623242478,-0.43747254213768605,-0.191141081104792,2.0142404391146087,-0.548287018747705,0.9584005909545161,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.23103448275862,0.420881670533642,0.5489297798730176,532,106.625895316804,0.25333936538887875,10.1844692703418,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.636323195198131,-0.37583998743665586,-0.26048320776147504,2.0278626908767756,-0.5962973216865683,1.0079384021169862,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.189655172413793,0.35220417633410606,0.5384807596201907,532,71.4104683195593,0.20275304246199025,6.47671811106713,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.7220353084047124,-0.45320549860127085,-0.26882980980344157,1.8537618812463617,-0.6930326201523674,0.8113549954833905,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.29448275862068896,0.506264501160092,0.5816776762855964,532,129.259504132231,0.25532010211270234,8.71094740900834,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.5309401272099521,-0.2956225239084092,-0.23531760330154286,2.1114624855410953,-0.5929149905504953,0.9400653917618044,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.244827586206896,0.446867749419953,0.5478748164858376,532,48.6578512396695,0.10888646876582336,4.75287408805413,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.6111396491798818,-0.34982098737221645,-0.26131866180766533,1.6871529263095677,-0.963026086318216,0.6769563092268828,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.239999999999999,0.48584686774941904,0.49398280802292144,532,70.9245179063362,0.14598121880435033,5.18817286130304,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.6197887582883957,-0.3135005928179089,-0.306288165470487,1.850796392457604,-0.835703014724487,0.7150144376239511,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.128275862068965,0.348491879350348,0.36808852564396755,532,34.0286501377411,0.09764546078140092,4.48164946779904,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.8918550580170603,-0.45780733749258207,-0.4340477205244782,1.5318447216683109,-1.010347940839107,0.6514378851856667,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.06827586206896538,0.1415313225058,0.4824081401921996,532,25.74435261708,0.18189862258953307,1.87909043864721,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.1657328076374258,-0.849147435149966,-0.3165853724874599,1.4106819752712416,-0.7401705895787924,0.27394768274035447,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.143448275862068,0.350348027842227,0.4094450787851084,532,85.2264462809918,0.24326224070932118,5.35711749008147,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.8433046672722163,-0.4555003228675626,-0.38780434440465367,1.9305743798806825,-0.613925297251755,0.7289311712439671,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
